AHS_Control_Number,Age,Area_Med_Income,FMR,Poverty_Income,BEDRMS,BUILT,Market_value,HH_QTY,HH_Income,Monthly_Hsg,Monthly_Utility,Total_Wage,FMTStructureType,FMTOwnRent,FMTAssisted
2.89387E+11,27,63221,987,12036,3,1919,130000,1,44987,973,86,45000,1 Single Family,1 Owner,.
2.89387E+11,54,69100,1440,18557,4,1975,280000,3,164287,2035,268.4166667,149000,1 Single Family,1 Owner,.
2.89388E+11,26,66663,652,18675,1,1975,-6,3,22474,500,0,22500,2 2-4 units,2 Renter,0 Not Assisted
2.89389E+11,55,49074,873,15492,3,1950,40000,2,10974,567,251,11000,1 Single Family,1 Owner,.
2.89389E+11,34,67500,1183,23529,3,1970,-6,4,59974,1383,210,60000,1 Single Family,2 Renter,0 Not Assisted
2.8939E+11,33,67500,1183,35867,3,1950,60000,7,57961,337,203.6666667,52000,1 Single Family,1 Owner,.
2.8939E+11,63,67500,1183,18622,3,1960,130000,3,25224,1410,252,25250,1 Single Family,1 Owner,.
2.89392E+11,69,95354,1469,13948,2,1940,-6,2,24987,1683,152,0,2 2-4 units,2 Renter,0 Not Assisted
2.89394E+11,-9,49875,574,-6,1,1930,-6,-6,-6,-6,105.6666667,-9,1 Single Family,2 Renter,.
2.89399E+11,56,59547,1004,23428,3,1940,-6,4,13220,1293,130,800,1 Single Family,2 Renter,0 Not Assisted
2.89404E+11,33,63221,1135,30834,5,1995,80000,6,33087,801,284.6666667,18000,1 Single Family,1 Owner,.
2.89404E+11,82,90900,1878,11067,3,1919,120000,1,6816,644,199,5616,1 Single Family,1 Owner,.
2.89408E+11,34,60000,748,18595,2,1975,-6,3,64974,632,130,65000,1 Single Family,2 Renter,0 Not Assisted
2.89409E+11,35,64630,1894,28229,3,1920,-6,5,39961,2261,105,40000,2 2-4 units,2 Renter,0 Not Assisted
2.8941E+11,43,49074,873,23381,3,1940,30000,4,14534,602,236,14560,1 Single Family,1 Owner,.
2.8941E+11,-9,49074,873,-6,3,1975,130000,-6,-6,-6,120,-9,1 Single Family,1 Owner,.
2.8941E+11,61,62600,1577,12005,3,1960,280000,1,94987,1648,158,95000,1 Single Family,1 Owner,.
2.8941E+11,23,62600,1577,23801,3,1975,-6,4,14966,1711,261.1666667,15000,1 Single Family,2 Renter,0 Not Assisted
2.89411E+11,75,63226,702,11057,1,1960,-6,1,-13,528,0,0,5 50+ units,2 Renter,1 Assisted
2.89412E+11,65,63226,1281,13948,3,1975,-6,2,12000,885,85,0,2 2-4 units,2 Renter,0 Not Assisted
2.89416E+11,60,103900,1843,18574,3,1930,300000,3,118906,1447,539,99732,1 Single Family,1 Owner,.
2.89417E+11,60,61292,951,15452,3,1970,130000,2,55987,365,181.6666667,40000,1 Single Family,1 Owner,.
2.89418E+11,37,63100,959,23401,3,1919,70000,4,13987,1116,182.6666667,0,1 Single Family,1 Owner,.
2.89419E+11,63,56300,915,15470,2,1970,90000,2,25001,861,227.5,21220,1 Single Family,1 Owner,.
2.89421E+11,42,77700,921,15492,2,1920,220000,2,50974,616,167,51000,1 Single Family,1 Owner,.
2.89422E+11,45,63221,725,18622,2,1960,110000,3,80000,1282,165.75,79970,1 Single Family,1 Owner,.
2.89422E+11,-9,57596,664,-6,2,1940,50000,-6,-6,-6,52.5,-9,1 Single Family,1 Owner,.
2.89423E+11,68,69500,1430,18050,3,1970,150000,3,30987,1074,224,0,1 Single Family,1 Owner,.
2.89423E+11,87,69500,975,11067,2,1940,180000,1,47000,548,272.5,0,1 Single Family,1 Owner,.
2.89423E+11,56,61300,870,18595,2,1950,-6,3,13987,496,271.3333333,0,1 Single Family,2 Renter,1 Assisted
2.89424E+11,50,61300,1134,24218,3,1975,90000,4,23961,1244,244,24000,1 Single Family,1 Owner,.
2.89425E+11,41,67600,1287,12005,3,1919,-6,1,56987,631,177,57000,1 Single Family,2 Renter,0 Not Assisted
2.89426E+11,-9,70536,904,-6,2,1975,-6,-6,-6,-6,449.4166667,-9,3 5-19 units,2 Renter,.
2.89426E+11,64,70536,1271,12005,4,1950,170000,1,40200,1465,323.6666667,0,1 Single Family,1 Owner,.
2.8943E+11,48,56368,692,15452,2,1960,100000,2,63987,520,357.4166667,10000,1 Single Family,1 Owner,.
2.89433E+11,38,66300,1158,15470,3,1950,60000,2,72974,1072,222,73000,1 Single Family,1 Owner,.
2.89433E+11,71,62924,1039,11067,3,1960,100000,1,23288,711,194.3333333,0,1 Single Family,1 Owner,.
2.89433E+11,78,62924,778,13964,2,1970,230000,2,25000,495,207.5833333,0,1 Single Family,1 Owner,.
2.89434E+11,52,77954,1014,12005,2,1940,-6,1,11866,503,193,0,1 Single Family,2 Renter,0 Not Assisted
2.89434E+11,64,64600,1183,12005,2,1975,100000,1,23987,1128,151,24000,1 Single Family,1 Owner,.
2.89434E+11,35,64600,1183,18591,2,1975,80000,3,42987,1102,150,43000,1 Single Family,1 Owner,.
2.89438E+11,79,60060,769,11080,1,1975,60000,1,12000,140,56,0,3 5-19 units,1 Owner,.
2.89439E+11,39,63429,969,15470,3,1919,30000,2,79974,1157,324,80000,1 Single Family,1 Owner,.
2.8944E+11,93,62258,729,11057,2,1975,80000,1,33129,244,150.6666667,0,1 Single Family,1 Owner,.
2.8944E+11,22,80900,1366,28735,4,1930,-6,5,47961,527,142,18000,1 Single Family,2 Renter,0 Not Assisted
2.89441E+11,-9,80900,889,-6,2,1920,-6,-6,-6,-6,80,-9,2 2-4 units,2 Renter,.
2.89442E+11,49,59508,1154,18070,3,1970,30000,3,17961,113,103,18000,6 Mobile Home,1 Owner,.
2.89443E+11,36,77566,1277,23428,3,1919,40000,4,36987,1178,161.6666667,25000,2 2-4 units,1 Owner,.
2.89444E+11,46,62924,633,12019,1,1940,-6,1,36000,590,15,31000,3 5-19 units,2 Renter,0 Not Assisted
2.89445E+11,86,62924,1039,11080,3,1950,170000,1,1483,1617,175,0,1 Single Family,1 Owner,.
2.89447E+11,56,55926,1178,35815,4,1960,-6,7,54734,1409,289.3333333,4000,1 Single Family,2 Renter,0 Not Assisted
2.89448E+11,62,64600,1183,12019,2,1960,160000,1,70050,243,76.08333333,70000,1 Single Family,1 Owner,.
2.89448E+11,60,61228,1105,15492,3,1950,120000,2,49974,924,259,50000,1 Single Family,1 Owner,.
2.89448E+11,87,56613,868,11067,2,1970,50000,1,8700,224,186.1666667,0,1 Single Family,1 Owner,.
2.89449E+11,40,71022,1091,18595,3,1960,-6,3,55187,1015,114.6666667,55000,1 Single Family,2 Renter,0 Not Assisted
2.8945E+11,58,66500,669,15470,2,1950,40000,2,76974,213,180.6666667,77000,1 Single Family,1 Owner,.
2.8945E+11,72,66500,669,13948,2,1950,50000,2,50692,339,213.6666667,0,1 Single Family,1 Owner,.
2.89452E+11,85,63000,1474,13964,2,1940,600000,2,25721,593,58,0,1 Single Family,1 Owner,.
2.89452E+11,49,63000,1474,24292,2,1960,-6,4,39948,1396,96,40000,2 2-4 units,2 Renter,0 Not Assisted
2.89454E+11,78,63800,966,11096,3,1919,-6,1,1821,625,125,0,2 2-4 units,2 Renter,0 Not Assisted
2.89455E+11,80,63800,966,11080,3,1950,120000,1,11610,485,202.0833333,0,1 Single Family,1 Owner,.
2.89461E+11,79,55929,697,11067,2,1920,-6,1,45600,727,176.6666667,0,1 Single Family,2 Renter,0 Not Assisted
2.89461E+11,54,55929,697,11994,2,1920,40000,1,8760,236,150.3333333,0,1 Single Family,1 Owner,.
2.89466E+11,61,52006,634,15470,2,1950,40000,2,34974,268,142.6666667,35000,1 Single Family,1 Owner,.
2.89468E+11,-9,63221,552,-6,1,1919,70000,-6,-6,-6,46.66666667,-9,1 Single Family,1 Owner,.
2.89468E+11,45,70536,1183,12019,3,1950,100000,1,74987,1094,185.3333333,75000,1 Single Family,1 Owner,.
2.89468E+11,34,67924,1008,18595,3,1960,280000,3,119989,1995,320.75,120000,1 Single Family,1 Owner,.
2.89472E+11,30,70724,1294,15452,2,1975,-6,2,56974,1849,140,57000,1 Single Family,2 Renter,0 Not Assisted
2.89472E+11,23,56545,582,12055,1,1975,-6,1,15487,490,45,15500,4 20-49 units,2 Renter,0 Not Assisted
2.89473E+11,57,61500,1058,15452,4,1930,120000,2,59974,992,84,60000,1 Single Family,1 Owner,.
2.89474E+11,58,61500,992,15452,3,1919,100000,2,44974,803,136.6666667,45000,1 Single Family,1 Owner,.
2.89474E+11,24,55926,1025,37646,3,1950,-6,8,6200,1027,218,5000,1 Single Family,2 Renter,1 Assisted
2.89474E+11,59,70200,964,12019,2,1950,160000,1,129987,1036,103,130000,1 Single Family,1 Owner,.
2.89475E+11,56,70200,1421,12019,3,1960,200000,1,47987,1371,229.3333333,48000,1 Single Family,1 Owner,.
2.89478E+11,33,65100,1020,18652,3,1970,180000,3,114974,1794,277.3333333,115000,1 Single Family,1 Owner,.
2.89478E+11,48,67600,789,12005,1,1919,-6,1,13200,1128,328,0,2 2-4 units,2 Renter,0 Not Assisted
2.89478E+11,85,65100,765,11067,2,1960,50000,1,24800,345,123.9166667,0,2 2-4 units,1 Owner,.
2.8948E+11,54,57700,1046,24292,3,1970,80000,4,74961,500,240,75000,1 Single Family,1 Owner,.
2.8948E+11,65,57700,1046,14024,3,1970,80000,2,52947,434,224,40000,1 Single Family,1 Owner,.
2.89483E+11,71,76291,703,11067,0,1975,-6,1,22000,746,56,0,2 2-4 units,2 Renter,0 Not Assisted
2.89483E+11,51,76291,1443,18070,4,1950,-6,3,22479,589,589.3333333,1528,1 Single Family,2 Renter,1 Assisted
2.89483E+11,-9,63226,702,-6,1,1975,-6,-6,-6,-6,34,-9,2 2-4 units,2 Renter,.
2.89483E+11,66,69984,1548,11080,3,1975,-6,1,42200,1741,141.1666667,29000,1 Single Family,2 Renter,0 Not Assisted
2.89484E+11,-9,70536,1183,-6,3,1950,750000,-6,-6,-6,50,-9,1 Single Family,1 Owner,.
2.89484E+11,57,69500,1430,15452,3,1960,220000,2,55287,1500,220,53500,1 Single Family,1 Owner,.
2.89485E+11,74,66500,669,13948,2,1975,110000,2,63408,305,146.6666667,0,1 Single Family,1 Owner,.
2.89486E+11,67,66500,518,11067,1,1940,-6,1,17625,547,116,0,1 Single Family,2 Renter,0 Not Assisted
2.89489E+11,42,79200,1496,23500,4,1970,350000,4,126974,2559,317.6666667,127000,1 Single Family,1 Owner,.
2.89489E+11,64,79200,1496,15517,4,1975,300000,2,67000,2503,336,11194,1 Single Family,1 Owner,.
2.89489E+11,60,79200,1496,18126,4,1960,500000,3,6522,1613,329.25,0,1 Single Family,1 Owner,.
2.8949E+11,44,79200,1496,23462,4,1960,250000,4,148774,2515,211,135800,1 Single Family,1 Owner,.
2.8949E+11,53,79200,1496,15470,4,1940,530000,2,210244,1682,317,135000,1 Single Family,1 Owner,.
2.8949E+11,85,79200,1119,11067,2,1995,120000,1,19080,693,169.6666667,0,1 Single Family,1 Owner,.
2.8949E+11,47,79200,1394,23500,3,1975,300000,4,159974,1430,280.3333333,160000,1 Single Family,1 Owner,.
2.8949E+11,71,50296,780,11080,2,1970,-6,1,12000,714,64,0,2 2-4 units,2 Renter,0 Not Assisted
2.8949E+11,50,76291,1259,15470,3,1920,-6,2,69987,863,363.1666667,35000,1 Single Family,2 Renter,0 Not Assisted
2.8949E+11,28,76291,1259,23462,3,1920,-6,4,39974,1181,280.6666667,40000,2 2-4 units,2 Renter,0 Not Assisted
2.89491E+11,45,76291,994,15923,2,1960,140000,2,42840,1089,147.5833333,34000,1 Single Family,1 Owner,.
2.89491E+11,49,77566,1277,18126,3,1950,1,3,141974,3088,454.3333333,134923,1 Single Family,1 Owner,.
2.89492E+11,56,49074,644,12005,2,1920,80000,1,22800,787,214,0,1 Single Family,1 Owner,.
2.89492E+11,65,60700,990,13984,3,1930,70000,2,24999,586,211.4166667,0,1 Single Family,1 Owner,.
2.89492E+11,72,60700,990,13964,3,1950,190000,2,73025,432,205,0,1 Single Family,1 Owner,.
2.89493E+11,65,60700,990,14007,3,1960,70000,2,23983,172,86.08333333,23000,1 Single Family,1 Owner,.
2.89493E+11,49,84100,2268,32462,3,1950,-6,6,41675,1655,55,14314,1 Single Family,2 Renter,0 Not Assisted
2.89494E+11,46,84100,2268,23462,3,1960,390000,4,52961,2156,122.5833333,49000,1 Single Family,1 Owner,.
2.89495E+11,89,64400,1095,18050,3,1950,50000,3,25533,407,244,0,1 Single Family,1 Owner,.
2.89495E+11,55,64810,1094,12019,3,1950,60000,1,22987,272,157.3333333,23000,1 Single Family,1 Owner,.
2.89497E+11,32,63221,1151,23401,4,1960,150000,4,61480,1156,181,47000,1 Single Family,1 Owner,.
2.89498E+11,78,62600,1577,13948,3,1970,150000,2,27046,353,186.3333333,0,1 Single Family,1 Owner,.
2.89498E+11,84,63221,725,13948,2,1950,120000,2,20987,227,89,9000,1 Single Family,1 Owner,.
2.895E+11,-9,60700,601,-6,1,1970,-6,-6,-6,-6,67,-9,4 20-49 units,2 Renter,.
2.895E+11,87,60700,990,11096,3,1960,70000,1,8436,263,163.6666667,0,1 Single Family,1 Owner,.
2.895E+11,73,59547,1004,11067,3,1970,80000,1,15600,196,145.5,0,1 Single Family,1 Owner,.
2.89502E+11,29,64810,1201,27539,4,1920,90000,5,57974,1170,192,58000,1 Single Family,1 Owner,.
2.89502E+11,22,64810,1094,18670,3,1950,-6,3,8987,990,239.6666667,9000,1 Single Family,2 Renter,0 Not Assisted
2.89502E+11,23,64810,1094,12036,3,1960,-6,1,38000,1098,110,14000,1 Single Family,2 Renter,0 Not Assisted
2.89502E+11,51,64400,1095,15492,3,1940,30000,2,21587,442,234,0,1 Single Family,1 Owner,.
2.89502E+11,71,64810,1094,11080,3,1950,90000,1,23720,307,130.3333333,5000,1 Single Family,1 Owner,.
2.89502E+11,27,64810,819,12019,2,1975,-6,1,40002,820,56,40000,3 5-19 units,2 Renter,0 Not Assisted
2.89503E+11,78,64810,629,11096,1,1940,-6,1,16200,393,26,0,5 50+ units,2 Renter,1 Assisted
2.89503E+11,45,64810,819,12036,2,1920,40000,1,41987,364,157.3333333,42000,1 Single Family,1 Owner,.
2.89503E+11,69,64810,819,13964,2,1950,60000,2,53200,551,176,5000,1 Single Family,1 Owner,.
2.89503E+11,83,58019,649,11067,2,1950,60000,1,24500,246,154.4166667,0,1 Single Family,1 Owner,.
2.89503E+11,89,64810,1094,13948,3,1960,200000,2,19980,333,111.3333333,0,1 Single Family,1 Owner,.
2.89503E+11,74,58019,649,13984,2,1950,-6,2,13872,514,89,0,1 Single Family,2 Renter,0 Not Assisted
2.89504E+11,67,77954,1343,11080,3,1975,240000,1,50000,364,147.25,0,1 Single Family,1 Owner,.
2.89506E+11,88,64077,1197,11080,5,1919,1000000,1,36600,1946,533,0,1 Single Family,1 Owner,.
2.89506E+11,33,60200,851,27654,3,1920,-6,5,24974,1376,126,25000,2 2-4 units,2 Renter,1 Assisted
2.89506E+11,71,60200,851,11080,3,1919,30000,1,17025,251,130,0,1 Single Family,1 Owner,.
2.89507E+11,59,60200,851,12019,3,1919,-6,1,34000,643,103,32000,2 2-4 units,2 Renter,0 Not Assisted
2.89507E+11,71,62258,973,13948,3,1940,70000,2,14987,426,286,0,1 Single Family,1 Owner,.
2.89507E+11,61,62258,973,15470,3,1930,60000,2,42987,465,227,7000,1 Single Family,1 Owner,.
2.89507E+11,67,77566,1435,13948,4,1960,230000,2,90000,360,193.6666667,18000,1 Single Family,1 Owner,.
2.89508E+11,50,49875,963,12019,3,1960,90000,1,25500,401,143,0,1 Single Family,1 Owner,.
2.89508E+11,29,59900,1027,15452,2,1960,-6,2,86200,872,119,65000,1 Single Family,2 Renter,0 Not Assisted
2.89508E+11,41,71022,1232,27610,4,1960,200000,5,149974,1522,272,150000,1 Single Family,1 Owner,.
2.89509E+11,43,59900,1616,28261,4,1970,200000,5,25974,458,304.6666667,25000,1 Single Family,1 Owner,.
2.89509E+11,49,66500,669,12005,2,1950,70000,1,14691,492,99.66666667,10294,1 Single Family,1 Owner,.
2.89509E+11,71,63100,555,11128,1,1970,-6,1,8400,155,32,0,4 20-49 units,2 Renter,1 Assisted
2.89511E+11,34,57596,991,23401,4,1940,80000,4,60974,1000,224.9166667,61000,1 Single Family,1 Owner,.
2.89513E+11,74,61700,1236,13964,2,1975,150000,2,45000,767,127.4166667,0,1 Single Family,1 Owner,.
2.89513E+11,23,61700,1236,15492,2,1960,-6,2,62474,362,195,62500,1 Single Family,2 Renter,0 Not Assisted
2.89514E+11,93,62924,1039,11057,3,1920,40000,1,20000,475,221.5,3000,1 Single Family,1 Owner,.
2.89515E+11,50,49000,1539,15517,3,1970,60000,2,77974,228,91,78000,1 Single Family,1 Owner,.
2.8952E+11,63,66663,815,15452,2,1920,-6,2,3235,600,35,0,1 Single Family,2 Renter,0 Not Assisted
2.8952E+11,-9,66663,652,-6,1,1970,360000,-6,-6,-6,63.58333333,-9,1 Single Family,1 Owner,.
2.89521E+11,61,65800,1029,15517,3,1919,80000,2,55000,689,272.5,0,1 Single Family,1 Owner,.
2.89522E+11,58,55500,1070,15452,4,1920,350000,2,342053,989,322.3333333,341943,1 Single Family,1 Owner,.
2.89524E+11,50,55800,821,18034,2,1975,-6,3,45150,344,188.5,44576,2 2-4 units,2 Renter,0 Not Assisted
2.89524E+11,61,55800,1182,12005,3,1930,160000,1,36000,1184,75.66666667,0,1 Single Family,1 Owner,.
2.89528E+11,-9,64362,1077,-6,3,1975,-6,-6,-6,-6,139.0833333,-9,1 Single Family,2 Renter,.
2.89528E+11,74,66600,915,11067,3,1930,30000,1,10870,318,218.5,4000,1 Single Family,1 Owner,.
2.89528E+11,52,66600,552,15470,1,1970,-6,2,26171,442,92.16666667,16740,2 2-4 units,2 Renter,0 Not Assisted
2.89529E+11,70,66600,915,18574,3,1940,30000,3,12863,284,193,1296,1 Single Family,1 Owner,.
2.8953E+11,88,61228,835,18097,2,1920,30000,3,1443,237,204,850,1 Single Family,1 Owner,.
2.8953E+11,37,58000,1049,23381,3,1940,-6,4,29974,722,247,30000,1 Single Family,2 Renter,0 Not Assisted
2.8953E+11,18,58000,1049,12036,3,1950,120000,1,-13,674,479,0,1 Single Family,1 Owner,.
2.89531E+11,-9,58000,1049,-6,3,1975,-6,-6,-6,-6,291.3333333,-9,1 Single Family,2 Renter,.
2.89536E+11,60,64077,578,12036,0,1930,-6,1,1287,450,0,0,3 5-19 units,2 Renter,0 Not Assisted
2.89536E+11,44,77566,1277,27689,3,1919,200000,5,81987,1971,329.6666667,65000,1 Single Family,1 Owner,.
2.89537E+11,80,64077,805,11067,2,1930,50000,1,9079,637,341.5833333,0,2 2-4 units,1 Owner,.
2.89537E+11,84,94655,1438,13984,2,1970,-6,2,41250,1100,0,9000,4 20-49 units,2 Renter,0 Not Assisted
2.89542E+11,52,86700,1499,12005,2,1970,240000,1,14300,1504,162.75,14000,1 Single Family,1 Owner,.
2.89543E+11,62,55926,1025,15470,3,1975,480000,2,140000,1402,481.1666667,115456,1 Single Family,1 Owner,.
2.89544E+11,55,55926,1025,15470,3,1950,150000,2,149974,890,390.1666667,150000,1 Single Family,1 Owner,.
2.89544E+11,46,55926,538,12019,0,1960,-6,1,23987,396,111,24000,1 Single Family,2 Renter,0 Not Assisted
2.89546E+11,85,55800,1182,13948,3,1950,80000,2,22200,356,169,0,1 Single Family,1 Owner,.
2.89546E+11,33,88691,1616,18574,3,1950,240000,3,90187,1863,396.25,90000,1 Single Family,1 Owner,.
2.89546E+11,54,88691,1616,15470,3,1960,300000,2,59087,2057,267.25,59000,1 Single Family,1 Owner,.
2.89547E+11,70,73300,1570,13948,3,1940,150000,2,2100,545,287,0,1 Single Family,1 Owner,.
2.89547E+11,41,73300,1570,28261,3,1960,190000,5,29987,1136,294,10000,1 Single Family,1 Owner,.
2.89548E+11,75,62200,925,13948,2,1960,1,2,5978,1012,183.6666667,4500,1 Single Family,1 Owner,.
2.8955E+11,84,48731,635,11080,2,1960,-6,1,1800,260,80,0,3 5-19 units,2 Renter,1 Assisted
2.8955E+11,41,79200,1496,27570,4,1930,300000,5,10174,1130,752.3333333,0,2 2-4 units,1 Owner,.
2.89551E+11,70,79200,1394,14007,3,1950,110000,2,37987,599,321.5,26000,1 Single Family,1 Owner,.
2.89551E+11,-9,56800,1004,-6,3,1970,-6,-6,-6,-6,277,-9,1 Single Family,2 Renter,.
2.89551E+11,40,49074,1004,27570,4,1940,-6,5,6357,743,493,0,1 Single Family,2 Renter,0 Not Assisted
2.89553E+11,21,73300,1136,15492,2,1960,-6,2,24974,965,135.4166667,25000,2 2-4 units,2 Renter,0 Not Assisted
2.89553E+11,-9,73300,1136,-6,2,1919,-6,-6,-6,-6,341.25,-9,1 Single Family,2 Renter,.
2.89554E+11,66,73300,1570,13964,3,1950,320000,2,188642,649,251.6666667,125000,1 Single Family,1 Owner,.
2.89556E+11,93,49074,873,11096,3,1920,90000,1,12000,225,181.5833333,0,1 Single Family,1 Owner,.
2.89557E+11,59,49074,873,27610,3,1920,140000,5,46787,776,109,42000,1 Single Family,1 Owner,.
2.89558E+11,55,49074,873,15470,3,1930,250000,2,104474,1465,215,104500,1 Single Family,1 Owner,.
2.89558E+11,47,67496,1183,23462,3,1970,-6,4,129987,981,131,120000,1 Single Family,2 Renter,0 Not Assisted
2.89559E+11,-9,72900,750,-6,2,1950,60000,-6,-6,-6,132,-9,1 Single Family,1 Owner,.
2.8956E+11,20,63429,969,28824,3,1960,-6,5,133945,593,238,134010,1 Single Family,2 Renter,0 Not Assisted
2.8956E+11,52,63429,969,18652,3,1975,40000,3,68687,584,230,68000,1 Single Family,1 Owner,.
2.89561E+11,26,63429,726,18591,2,1920,60000,3,28960,884,400.9166667,28000,1 Single Family,1 Owner,.
2.89566E+11,-9,76291,994,-6,2,1930,210000,-6,-6,-6,66.66666667,-9,1 Single Family,1 Owner,.
2.89566E+11,18,52006,486,12036,1,1919,-6,1,14987,400,0,15000,2 2-4 units,2 Renter,0 Not Assisted
2.8957E+11,69,71599,1398,11080,4,1950,10000,1,13788,2796,404.6666667,0,1 Single Family,1 Owner,.
2.89571E+11,66,59547,760,11114,2,1960,250000,1,414235,1044,206.1666667,100000,1 Single Family,1 Owner,.
2.89573E+11,88,65100,969,11080,3,1940,70000,1,22800,178,128,0,1 Single Family,1 Owner,.
2.89575E+11,59,86700,2070,18097,3,1970,390000,3,21561,1410,210,21600,1 Single Family,1 Owner,.
2.89575E+11,38,63226,702,15470,1,1975,-6,2,46320,655,70,0,3 5-19 units,2 Renter,0 Not Assisted
2.89577E+11,28,61900,942,23462,4,1960,100000,4,64974,967,262.3333333,65000,1 Single Family,1 Owner,.
2.89578E+11,40,61900,646,31807,2,1950,80000,6,61961,339,206,62000,1 Single Family,1 Owner,.
2.89578E+11,29,66200,945,32462,2,1930,50000,6,33561,346,266.6666667,6000,1 Single Family,1 Owner,.
2.89582E+11,-9,80500,1055,-6,1,1919,-6,-6,-6,-6,56,-9,3 5-19 units,2 Renter,.
2.89583E+11,39,79200,1119,15470,2,1985,350000,2,189987,2203,211.4166667,180000,1 Single Family,1 Owner,.
2.89583E+11,47,79200,1119,23801,2,1960,-6,4,41948,1124,56,42000,3 5-19 units,2 Renter,0 Not Assisted
2.89583E+11,93,79200,1119,11080,2,1950,-6,1,6960,829,94,0,4 20-49 units,2 Renter,0 Not Assisted
2.89583E+11,33,79200,1496,23462,4,1980,350000,4,136974,3042,231.6666667,137000,1 Single Family,1 Owner,.
2.89583E+11,54,79200,1496,29153,4,1975,500000,5,208221,2648,206.3333333,208200,1 Single Family,1 Owner,.
2.89584E+11,47,79200,1496,18070,4,1990,400000,3,143961,2534,391.8333333,144000,1 Single Family,1 Owner,.
2.89584E+11,49,79200,1603,32498,5,1950,280000,6,101948,2584,400.5,90000,1 Single Family,1 Owner,.
2.89584E+11,67,79200,1394,11067,3,1950,250000,1,14000,642,333.3333333,0,1 Single Family,1 Owner,.
2.89584E+11,21,79200,1496,12005,4,1960,300000,1,5525,1897,373.5833333,2000,1 Single Family,1 Owner,.
2.89584E+11,75,79200,1119,13948,2,1950,300000,2,28000,642,292,0,1 Single Family,1 Owner,.
2.89585E+11,62,62258,973,15452,3,1950,90000,2,139307,265,147.1666667,90800,1 Single Family,1 Owner,.
2.89585E+11,43,62258,729,15492,2,1975,60000,2,67974,618,118.3333333,68000,1 Single Family,1 Owner,.
2.89586E+11,67,64077,805,11067,2,1960,-6,1,13300,745,138,0,3 5-19 units,2 Renter,0 Not Assisted
2.89591E+11,62,66300,1406,15492,4,1960,160000,2,25360,461,257.5833333,0,1 Single Family,1 Owner,.
2.89592E+11,26,58768,642,18652,2,1919,-6,3,49387,333,232.6666667,47000,1 Single Family,2 Renter,0 Not Assisted
2.89596E+11,88,73600,966,11114,2,1960,50000,1,12804,228,148.3333333,0,2 2-4 units,1 Owner,.
2.89596E+11,47,73600,1231,15470,3,2000,1000000,2,374222,1804,166,60000,2 2-4 units,1 Owner,.
2.89597E+11,46,73600,815,12019,1,1950,-6,1,31987,500,0,32000,1 Single Family,2 Renter,0 Not Assisted
2.89597E+11,61,73600,966,18050,2,1920,200000,3,106993,653,145,53238,1 Single Family,1 Owner,.
2.89597E+11,31,73600,1436,15492,4,1930,250000,2,104974,1932,231.8333333,105000,1 Single Family,1 Owner,.
2.89597E+11,34,73600,815,18622,1,1930,-6,3,52974,1109,94,53000,3 5-19 units,2 Renter,0 Not Assisted
2.89597E+11,87,55926,1025,23780,3,1950,30000,4,19974,198,198,800,1 Single Family,1 Owner,.
2.89598E+11,30,61228,835,18622,2,1970,-6,3,24987,658,123,7143,2 2-4 units,2 Renter,0 Not Assisted
2.896E+11,74,50723,1033,13964,4,1960,190000,2,25344,314,183,6995,1 Single Family,1 Owner,.
2.896E+11,70,50723,683,11080,2,1950,90000,1,16000,438,88.16666667,0,1 Single Family,1 Owner,.
2.896E+11,67,71452,1340,29196,5,1950,200000,5,87948,1085,450.6666667,88000,1 Single Family,1 Owner,.
2.89602E+11,45,56600,941,18050,2,1970,-6,3,10847,754,159,0,4 20-49 units,2 Renter,0 Not Assisted
2.89603E+11,31,56600,1609,23428,4,1970,-6,4,90974,1744,184.3333333,91000,1 Single Family,2 Renter,0 Not Assisted
2.89606E+11,59,56613,1164,18050,3,1970,270000,3,123930,1961,274,84500,1 Single Family,1 Owner,.
2.89606E+11,46,56613,1164,31843,3,1950,90000,6,36761,918,320,36800,1 Single Family,1 Owner,.
2.89606E+11,65,63429,726,11067,2,1919,40000,1,19782,132,114,782,1 Single Family,1 Owner,.
2.89606E+11,61,63429,726,15492,2,1919,80000,2,70187,857,299,70000,1 Single Family,1 Owner,.
2.89606E+11,78,58019,918,11114,4,1960,40000,1,30624,333,142.0833333,0,1 Single Family,1 Owner,.
2.89608E+11,33,50723,683,12071,2,1975,-6,1,66987,769,55,67000,2 2-4 units,2 Renter,0 Not Assisted
2.89612E+11,59,101300,2270,15470,3,1950,-6,2,170408,3060,159.5,165000,1 Single Family,2 Renter,0 Not Assisted
2.89615E+11,53,62924,778,12019,2,1960,-6,1,99987,751,74,100000,3 5-19 units,2 Renter,0 Not Assisted
2.89616E+11,70,62924,1039,18050,3,1919,90000,3,16774,886,518.9166667,6408,1 Single Family,1 Owner,.
2.89617E+11,21,57596,664,15517,2,1960,-6,2,41974,614,64,42000,2 2-4 units,2 Renter,0 Not Assisted
2.89617E+11,80,57596,664,11067,2,1960,40000,1,70200,180,137,0,1 Single Family,1 Owner,.
2.89618E+11,64,49074,873,11994,3,1960,250000,1,8400,238,238,0,1 Single Family,1 Owner,.
2.89618E+11,-9,49074,644,-6,2,1950,-6,-6,-6,-6,230,-9,1 Single Family,2 Renter,.
2.89618E+11,33,49074,644,15452,2,1930,-6,2,11974,394,94,12000,1 Single Family,2 Renter,0 Not Assisted
